duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
120,icmp,ssh,SF,9502,1672,0,0,0,21,0,1,0,0,0,0,3,0,1,0,0,0,12,24,0.04,0.04,0.06,0.05,0.74,0.09,0.4,158,45,0.75,0.52,0.23,0.33,0.05,0.03,0.07,0.07,normal
30,udp,ftp,S0,611,817,0,0,0,14,0,1,0,0,0,0,2,0,3,0,1,0,15,36,0.06,0.07,0.0,0.0,0.89,0.25,0.91,41,155,0.81,0.92,0.47,0.87,0.05,0.05,0.0,0.0,normal
1,tcp,http,RSTO,21,10,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,388,496,0.99,1.04,0.13,0.13,0.84,0.07,0.45,146,64,0.07,0.13,0.49,0.03,0.78,1.21,0.13,0.14,smurf
158,icmp,domain,S0,3449,8533,0,0,0,30,0,1,0,0,0,0,3,0,3,0,0,0,29,34,0.03,0.04,0.02,0.02,1.0,0.19,0.54,214,210,0.53,0.72,0.6,0.15,0.04,0.03,0.02,0.02,normal
109,tcp,domain,S0,5907,5962,0,0,0,23,0,1,0,0,0,0,5,0,3,0,0,0,39,32,0.06,0.06,0.04,0.03,0.76,0.22,0.92,47,59,0.82,0.57,0.67,0.2,0.08,0.05,0.04,0.05,normal
1,tcp,other,REJ,8,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,441,472,0.94,1.08,0.16,0.13,0.91,0.07,0.82,105,153,0.31,0.29,0.53,0.54,1.02,0.97,0.21,0.19,land
73,tcp,telnet,S0,8163,123,0,0,0,8,0,1,2,0,0,0,2,0,3,0,0,0,7,5,0.26,0.31,0.17,0.19,0.61,0.29,0.74,103,212,0.87,0.06,0.0,0.41,0.19,0.33,0.13,0.12,warezmaster
240,tcp,ftp,SF,6736,8267,0,0,0,28,0,1,0,0,0,0,3,0,4,0,0,0,18,17,0.08,0.09,0.07,0.07,0.72,0.28,0.68,219,164,0.42,0.17,0.02,0.45,0.1,0.07,0.08,0.07,normal
2,tcp,other,S0,71,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,360,489,0.93,1.02,0.15,0.15,0.96,0.01,0.44,155,130,0.15,0.24,0.66,0.24,1.11,1.0,0.12,0.16,neptune
6,tcp,ftp_data,SF,3223,58,0,0,0,1,0,0,4,0,0,0,5,0,10,0,0,0,1,6,0.1,0.09,0.2,0.21,0.39,0.22,0.33,222,233,0.54,0.05,0.14,0.31,0.08,0.08,0.19,0.19,warezclient
72,tcp,smtp,S0,8144,651,0,0,0,14,0,1,0,0,0,0,5,0,3,0,1,0,16,10,0.06,0.05,0.01,0.01,0.96,0.21,0.46,159,123,0.91,0.09,0.63,0.19,0.07,0.05,0.01,0.01,normal
207,udp,smtp,S0,9794,698,0,0,0,16,0,1,0,0,0,0,5,0,3,0,0,0,31,11,0.04,0.04,0.02,0.02,0.98,0.29,0.31,128,146,0.66,0.28,0.96,0.66,0.04,0.05,0.02,0.02,normal
3,icmp,other,RSTO,50,71,0,1,0,26,0,0,0,0,0,0,0,0,0,0,1,1,154,386,0.92,0.86,0.02,0.02,0.87,0.01,0.75,134,22,0.58,0.79,0.01,0.12,0.77,0.73,0.03,0.02,smurf
297,icmp,private,SF,646,799,0,0,0,14,0,1,0,0,0,0,3,0,0,0,1,0,29,6,0.03,0.02,0.03,0.03,0.93,0.2,0.53,214,189,0.62,0.74,0.26,0.25,0.03,0.02,0.02,0.04,normal
0,udp,other,S0,5,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,102,5,0.74,0.76,0.27,0.32,0.27,0.64,0.55,130,229,0.28,0.46,0.82,0.17,0.82,0.57,0.35,0.22,ipsweep
295,icmp,domain,REJ,4307,1998,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,24,31,0.01,0.01,0.1,0.09,0.94,0.09,0.53,90,242,0.14,0.56,0.83,0.89,0.01,0.01,0.11,0.1,normal
149,icmp,http,REJ,3641,8922,0,0,0,6,0,1,0,0,0,0,5,0,4,0,1,0,1,5,0.07,0.08,0.02,0.02,0.82,0.22,0.62,103,82,0.96,0.07,0.36,0.71,0.05,0.07,0.02,0.02,normal
58,tcp,ssh,SF,1776,4359,0,0,0,16,0,1,0,0,0,0,3,0,1,0,0,0,47,8,0.01,0.01,0.04,0.04,0.71,0.28,0.39,92,1,0.25,0.8,0.48,0.05,0.01,0.01,0.04,0.04,normal
299,tcp,smtp,REJ,9629,4883,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,35,8,0.01,0.01,0.01,0.01,1.0,0.14,0.34,169,188,0.23,0.85,0.88,0.32,0.01,0.01,0.01,0.01,normal
278,tcp,smtp,SF,1733,188,0,0,0,1,0,1,0,0,0,0,5,0,4,0,0,0,3,34,0.02,0.02,0.1,0.1,0.99,0.16,0.46,111,210,0.78,0.09,0.15,0.23,0.02,0.02,0.12,0.09,normal
292,icmp,private,REJ,9054,8144,0,0,0,27,0,1,0,0,0,0,0,0,4,0,1,0,18,1,0.06,0.08,0.05,0.05,0.74,0.21,0.3,216,150,0.46,0.99,0.87,0.74,0.05,0.08,0.05,0.04,normal
1,udp,http,RSTOS0,47,48,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,497,178,0.98,0.85,0.07,0.06,0.89,0.02,0.5,224,52,0.87,0.76,0.66,0.31,0.95,0.7,0.09,0.07,teardrop
70,tcp,telnet,S0,3749,46,0,0,0,11,0,1,1,0,0,0,8,0,2,0,1,0,11,6,0.2,0.18,0.26,0.3,0.68,0.22,0.94,245,188,0.11,0.48,0.39,0.4,0.16,0.19,0.27,0.23,phf
73,tcp,private,SF,3798,7064,0,0,0,7,0,1,0,0,0,0,0,0,1,0,1,0,4,22,0.05,0.05,0.06,0.06,0.88,0.05,0.2,110,82,0.14,0.02,0.47,0.41,0.05,0.04,0.06,0.07,normal
58,icmp,ssh,S0,9632,6673,0,0,0,17,0,1,0,0,0,0,2,0,4,0,1,0,32,40,0.02,0.01,0.01,0.01,0.87,0.26,0.35,186,222,0.15,0.74,0.7,0.07,0.02,0.01,0.02,0.01,normal
15,udp,domain,SF,8888,9901,0,0,0,18,0,1,0,0,0,0,0,0,3,0,1,0,8,18,0.04,0.04,0.01,0.01,0.85,0.19,0.64,203,113,0.43,0.6,0.87,0.46,0.04,0.04,0.01,0.01,normal
235,icmp,smtp,SF,7757,1709,0,0,0,7,0,1,0,0,0,0,5,0,3,0,0,0,20,23,0.05,0.06,0.07,0.06,0.87,0.02,0.32,145,213,0.89,0.43,0.05,0.47,0.05,0.07,0.09,0.08,normal
241,icmp,http,REJ,5162,5017,0,0,0,17,0,1,0,0,0,0,5,0,2,0,0,0,39,40,0.05,0.04,0.05,0.04,0.79,0.1,0.67,243,181,0.56,0.58,0.19,0.2,0.04,0.06,0.05,0.04,normal
5,udp,eco_i,RSTO,84,77,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,195,137,0.94,1.1,0.08,0.08,0.93,0.08,0.32,118,52,0.22,0.06,0.86,0.24,1.17,0.77,0.06,0.09,land
210,icmp,ssh,REJ,1737,946,0,0,0,26,0,1,0,0,0,0,1,0,0,0,1,0,30,19,0.04,0.03,0.08,0.06,0.76,0.24,0.06,207,164,0.5,0.18,0.93,0.31,0.04,0.05,0.07,0.07,normal
263,tcp,private,SF,2962,6175,0,0,0,8,0,1,0,0,0,0,1,0,2,0,1,0,22,42,0.07,0.08,0.05,0.05,0.93,0.07,0.35,188,166,0.43,0.82,0.71,0.48,0.05,0.05,0.06,0.04,normal
272,icmp,ftp,S0,543,4905,0,0,0,28,0,1,0,0,0,0,5,0,2,0,0,0,50,23,0.04,0.04,0.04,0.04,0.71,0.19,0.2,173,21,0.47,0.34,0.99,0.98,0.04,0.03,0.04,0.03,normal
10,icmp,smtp,S0,6975,4858,0,0,0,1,0,1,0,0,0,0,5,0,4,0,1,0,1,25,0.02,0.03,0.1,0.1,0.86,0.25,0.72,185,47,0.1,0.01,0.3,0.28,0.03,0.03,0.08,0.09,normal
239,tcp,ssh,REJ,7864,7753,0,0,0,4,0,1,0,0,0,0,1,0,5,0,1,0,12,1,0.08,0.09,0.05,0.04,0.91,0.17,0.41,58,51,0.94,0.72,0.63,0.45,0.06,0.08,0.06,0.04,normal
122,icmp,ssh,REJ,4019,3123,0,0,0,1,0,1,0,0,0,0,3,0,1,0,1,0,11,28,0.05,0.04,0.07,0.06,0.82,0.06,0.99,60,247,0.9,0.13,0.42,0.85,0.06,0.06,0.07,0.09,normal
66,udp,private,S0,3000,8640,0,0,0,26,0,1,0,0,0,0,3,0,2,0,0,0,41,47,0.05,0.05,0.08,0.06,0.88,0.02,0.56,240,30,0.64,0.77,0.89,0.92,0.06,0.05,0.06,0.08,normal
1,udp,eco_i,REJ,33,40,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,308,338,0.94,1.09,0.07,0.06,0.83,0.0,0.79,9,89,0.03,0.53,0.77,0.48,0.72,1.0,0.08,0.07,pod
25,icmp,http,SF,6406,9177,0,0,0,4,0,1,0,0,0,0,2,0,1,0,0,0,37,29,0.08,0.09,0.03,0.03,0.87,0.25,0.55,176,87,0.47,0.72,0.71,1.0,0.08,0.08,0.04,0.04,normal
62,icmp,domain,REJ,6934,4884,0,0,0,28,0,1,0,0,0,0,2,0,4,0,1,0,41,34,0.1,0.1,0.01,0.01,0.88,0.19,0.94,129,202,0.37,0.93,0.62,0.76,0.09,0.12,0.01,0.01,normal
267,tcp,domain,SF,9701,8204,0,0,0,28,0,1,0,0,0,0,2,0,5,0,1,0,22,39,0.06,0.05,0.06,0.06,0.92,0.08,0.18,156,228,0.66,0.03,0.62,0.47,0.05,0.04,0.06,0.06,normal
5,tcp,eco_i,RSTOS0,76,64,0,2,0,9,0,0,0,0,0,0,0,0,0,0,1,0,498,196,0.97,0.99,0.02,0.02,0.84,0.04,0.95,2,53,0.13,0.75,0.09,0.81,0.68,1.0,0.03,0.02,neptune
13,tcp,ftp,SF,7521,695,0,0,0,29,0,0,2,0,0,0,2,0,6,0,0,0,11,2,0.3,0.28,0.26,0.21,0.45,0.4,0.05,143,45,0.32,0.01,0.23,0.5,0.31,0.24,0.23,0.31,phf
9,tcp,telnet,SF,4383,776,0,0,0,24,0,1,4,0,0,0,6,0,1,0,0,0,10,1,0.09,0.09,0.17,0.17,0.56,0.48,0.07,124,251,0.41,0.48,0.5,0.03,0.08,0.09,0.16,0.15,warezmaster
0,udp,eco_i,REJ,58,99,0,2,0,13,0,0,0,0,0,0,0,0,0,0,1,0,304,410,0.94,0.9,0.01,0.01,0.95,0.05,0.64,146,135,0.01,0.55,0.25,0.73,0.88,1.19,0.01,0.01,smurf
20,icmp,ssh,S0,5097,1692,0,0,0,29,0,1,0,0,0,0,1,0,4,0,1,0,28,9,0.02,0.02,0.02,0.02,0.81,0.19,0.08,197,16,0.26,0.03,0.47,0.9,0.02,0.02,0.02,0.02,normal
63,tcp,ftp,S0,1593,5375,0,0,0,18,0,1,0,0,0,0,4,0,1,0,0,0,30,3,0.06,0.05,0.01,0.01,0.74,0.0,0.54,96,184,0.36,0.76,0.54,0.84,0.04,0.06,0.01,0.01,normal
8,icmp,private,S0,10,50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,213,6,0.94,1.08,0.48,0.5,0.15,0.88,0.93,151,247,0.78,0.66,0.67,0.43,0.71,1.16,0.39,0.49,saint
123,udp,ssh,SF,9493,7339,0,0,0,5,0,1,0,0,0,0,4,0,2,0,1,0,23,6,0.1,0.09,0.03,0.03,0.89,0.13,0.05,31,44,0.85,0.35,0.79,0.14,0.12,0.13,0.03,0.02,normal
51,udp,smtp,S0,6227,4054,0,0,0,0,0,1,0,0,0,0,4,0,4,0,1,0,46,25,0.04,0.04,0.09,0.09,0.95,0.01,0.81,128,241,0.18,0.05,0.42,0.36,0.05,0.03,0.11,0.09,normal
1,icmp,other,REJ,100,23,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,396,345,0.81,0.96,0.16,0.14,0.89,0.06,0.55,179,15,0.92,0.42,0.6,0.93,0.74,1.04,0.12,0.17,smurf
260,udp,private,REJ,7921,189,0,0,0,18,0,1,0,0,0,0,1,0,5,0,1,0,19,31,0.09,0.08,0.07,0.06,0.92,0.0,0.85,144,170,0.94,0.81,0.17,0.45,0.1,0.11,0.06,0.09,normal
208,icmp,http,REJ,6693,3540,0,0,0,14,0,1,0,0,0,0,1,0,0,0,0,0,26,28,0.02,0.02,0.06,0.07,0.77,0.29,0.16,180,203,0.69,0.89,0.35,0.58,0.02,0.01,0.05,0.07,normal
21,tcp,ftp,REJ,8042,5962,0,0,0,25,0,1,0,0,0,0,3,0,2,0,1,0,19,33,0.03,0.03,0.01,0.01,0.87,0.24,0.24,227,116,0.82,0.18,0.35,0.62,0.03,0.03,0.01,0.01,normal
209,udp,ftp,S0,3088,9804,0,0,0,6,0,1,0,0,0,0,4,0,2,0,1,0,11,49,0.09,0.1,0.1,0.11,0.74,0.02,0.77,194,71,0.44,0.25,0.27,0.52,0.09,0.07,0.11,0.1,normal
277,icmp,ssh,S0,9108,3005,0,0,0,14,0,1,0,0,0,0,3,0,1,0,1,0,14,45,0.04,0.04,0.02,0.02,0.97,0.28,0.51,92,100,0.56,0.1,0.59,0.87,0.04,0.03,0.02,0.02,normal
5,tcp,private,S0,26,31,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,194,7,0.9,0.98,0.33,0.3,0.17,0.53,0.86,149,248,0.85,0.09,0.32,0.8,0.75,0.92,0.25,0.32,saint
232,udp,ftp,REJ,3677,9356,0,0,0,8,0,1,0,0,0,0,1,0,5,0,0,0,44,41,0.04,0.04,0.01,0.01,0.85,0.1,0.09,95,202,0.42,0.09,0.13,0.61,0.05,0.04,0.01,0.01,normal
93,icmp,smtp,SF,6359,7313,0,0,0,24,0,1,0,0,0,0,4,0,5,0,1,0,40,49,0.08,0.06,0.09,0.08,0.81,0.06,0.85,218,169,0.36,0.12,0.01,0.39,0.06,0.07,0.09,0.08,normal
2,tcp,private,S0,22,36,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,336,454,0.83,0.82,0.19,0.18,0.95,0.01,0.16,211,82,0.39,0.06,0.96,0.03,0.74,0.87,0.22,0.18,pod
198,icmp,ssh,SF,2633,5056,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,23,20,0.05,0.05,0.04,0.03,0.76,0.16,0.15,96,121,0.26,0.34,0.78,0.7,0.06,0.05,0.03,0.05,normal
3,tcp,eco_i,REJ,6,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,108,3,0.9,1.07,0.09,0.08,0.23,0.9,0.92,126,244,0.0,0.4,0.51,0.14,1.08,0.92,0.08,0.07,portsweep
58,tcp,telnet,SF,1439,96,0,0,0,25,0,1,0,0,0,0,0,0,1,0,1,0,7,3,0.0,0.0,0.03,0.04,0.43,0.25,0.54,244,119,0.44,0.33,0.83,0.42,0.0,0.0,0.03,0.04,multihop
5,udp,eco_i,RSTOS0,35,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,462,256,0.81,0.72,0.13,0.15,0.83,0.03,0.05,88,220,0.21,0.59,0.84,0.94,0.83,0.59,0.13,0.16,teardrop
0,icmp,private,REJ,63,15,0,2,0,21,0,0,0,0,0,0,0,0,0,0,1,0,208,378,0.94,0.96,0.03,0.03,0.89,0.07,0.29,84,236,0.4,0.97,0.25,0.1,0.7,1.11,0.03,0.02,smurf
5,tcp,other,REJ,12,45,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,423,413,0.98,1.1,0.04,0.04,0.86,0.08,0.95,194,236,0.18,0.06,0.65,0.9,0.71,0.85,0.05,0.05,back
0,tcp,private,S0,90,48,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,163,236,0.93,1.02,0.17,0.17,0.81,0.02,0.65,44,111,0.52,0.99,0.72,0.83,1.13,0.81,0.15,0.14,teardrop
83,tcp,ssh,SF,3440,1439,0,0,0,0,0,1,2,1,0,6,20,2,10,0,0,0,7,7,0.19,0.16,0.19,0.21,0.9,0.09,0.32,181,145,0.9,0.9,0.31,0.01,0.19,0.22,0.16,0.16,loadmodule
113,tcp,private,SF,312,6482,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,42,21,0.02,0.01,0.02,0.02,0.72,0.07,0.28,52,231,0.11,0.58,0.63,0.24,0.02,0.01,0.02,0.02,normal
188,icmp,http,S0,1647,9695,0,0,0,23,0,1,0,0,0,0,2,0,0,0,0,0,50,11,0.08,0.1,0.08,0.07,0.83,0.17,0.52,42,33,0.64,0.78,0.76,0.4,0.1,0.08,0.09,0.06,normal
99,tcp,private,SF,7031,8287,0,0,0,9,0,1,0,0,0,0,0,0,2,0,0,0,35,34,0.04,0.04,0.07,0.07,0.82,0.04,0.31,200,20,0.21,0.03,0.51,0.7,0.05,0.04,0.06,0.06,normal
167,tcp,smtp,REJ,568,3626,0,0,0,8,0,1,0,0,0,0,4,0,3,0,0,0,34,18,0.1,0.09,0.02,0.02,0.99,0.08,0.97,7,24,0.84,0.07,0.96,0.72,0.12,0.08,0.02,0.03,normal
39,icmp,domain,SF,3438,8794,0,0,0,18,0,1,0,0,0,0,0,0,5,0,0,0,27,43,0.0,0.0,0.07,0.07,0.78,0.2,0.78,165,154,0.49,0.79,0.24,0.31,0.0,0.0,0.07,0.07,normal
262,icmp,domain,REJ,7548,4531,0,0,0,24,0,1,0,0,0,0,2,0,1,0,0,0,15,7,0.03,0.03,0.05,0.05,0.89,0.06,0.04,206,204,0.61,0.3,0.48,0.62,0.04,0.04,0.06,0.04,normal
233,tcp,http,S0,9541,6391,0,0,0,29,0,1,0,0,0,0,2,0,3,0,1,0,50,10,0.09,0.08,0.1,0.12,0.93,0.0,0.84,249,85,1.0,0.72,0.24,0.9,0.11,0.11,0.1,0.1,normal
170,icmp,ssh,REJ,3220,851,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,33,9,0.04,0.04,0.0,0.0,0.97,0.1,0.93,108,160,0.21,0.89,0.62,0.3,0.04,0.05,0.0,0.0,normal
207,icmp,smtp,S0,2061,7309,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12,7,0.06,0.06,0.03,0.03,0.86,0.21,0.25,133,61,0.58,0.71,0.22,0.66,0.08,0.07,0.03,0.03,normal
242,tcp,ftp,S0,9868,1497,0,0,0,12,0,1,0,0,0,0,0,0,3,0,0,0,40,13,0.01,0.01,0.05,0.05,0.85,0.18,0.71,210,55,0.04,0.56,0.1,0.08,0.02,0.02,0.06,0.05,normal
78,tcp,http,S0,2058,889,0,0,0,14,0,1,4,0,0,0,1,0,5,0,1,0,3,10,0.13,0.14,0.09,0.09,0.59,0.29,0.45,57,169,0.14,0.74,0.64,0.43,0.14,0.12,0.09,0.07,imap
0,tcp,other,SF,16,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,172,7,0.59,0.61,0.22,0.22,0.29,0.58,1.0,168,194,0.49,0.36,0.15,0.79,0.55,0.45,0.28,0.23,nmap
225,udp,domain,S0,5474,7986,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,19,37,0.03,0.03,0.01,0.01,0.91,0.03,0.69,183,115,0.35,0.64,0.24,0.2,0.03,0.03,0.01,0.01,normal
5,udp,http,S0,70,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,265,443,0.86,0.97,0.14,0.13,0.92,0.09,0.35,96,231,0.64,0.1,0.45,0.9,1.11,0.61,0.17,0.16,teardrop
8,icmp,eco_i,S0,37,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,55,1,0.95,0.95,0.21,0.17,0.2,0.71,0.88,250,237,0.42,0.31,0.7,0.04,0.94,0.69,0.26,0.22,ipsweep
2,tcp,other,RSTO,55,40,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1,1,466,224,0.96,0.81,0.03,0.03,0.91,0.0,0.24,196,189,0.79,0.44,0.04,0.86,1.2,1.1,0.03,0.02,back
62,tcp,domain,REJ,2283,3296,0,0,0,10,0,1,0,0,0,0,1,0,2,0,0,0,20,5,0.05,0.05,0.05,0.06,0.92,0.13,0.29,221,161,0.06,0.87,0.07,0.3,0.06,0.04,0.06,0.04,normal
2,tcp,eco_i,REJ,65,82,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,102,294,0.92,1.03,0.08,0.08,0.88,0.07,0.76,216,207,0.52,0.92,0.9,0.63,0.84,0.93,0.1,0.06,back
1,tcp,http,REJ,24,49,0,3,0,13,0,0,0,0,0,0,0,0,0,0,1,0,152,402,0.82,0.92,0.04,0.03,0.97,0.08,0.74,24,86,0.88,0.49,0.13,0.47,1.06,0.94,0.03,0.03,back
132,udp,smtp,SF,3870,5479,0,0,0,21,0,1,0,0,0,0,1,0,4,0,0,0,13,15,0.07,0.07,0.06,0.06,0.89,0.16,0.19,243,206,0.97,0.83,0.14,0.87,0.08,0.09,0.06,0.04,normal
1,tcp,private,RSTO,23,64,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,297,393,0.91,0.78,0.18,0.21,0.95,0.05,0.23,199,172,0.49,0.4,0.48,0.04,0.77,0.91,0.15,0.18,back
144,icmp,private,SF,8924,3011,0,0,0,3,0,1,0,0,0,0,5,0,1,0,0,0,26,2,0.03,0.02,0.05,0.05,0.93,0.21,0.54,209,168,0.35,0.59,0.41,0.44,0.04,0.03,0.04,0.07,normal
15,tcp,ssh,S0,6595,587,0,0,0,13,0,1,0,0,0,0,5,0,2,0,1,0,3,50,0.06,0.07,0.05,0.06,0.84,0.27,0.64,229,189,0.5,0.52,0.06,0.57,0.07,0.06,0.06,0.05,normal
2,icmp,eco_i,RSTOS0,50,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,230,370,0.97,0.94,0.16,0.19,0.99,0.08,0.79,29,29,0.59,0.98,0.82,0.94,0.87,1.21,0.16,0.14,land
181,icmp,http,REJ,5310,7529,0,0,0,17,0,1,0,0,0,0,3,0,5,0,1,0,36,25,0.07,0.08,0.05,0.06,0.71,0.06,0.38,35,9,0.04,0.87,0.61,0.96,0.07,0.08,0.06,0.04,normal
1,udp,other,RSTOS0,54,98,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,319,504,0.89,0.92,0.17,0.18,0.86,0.06,0.92,37,58,0.32,0.02,0.24,0.95,0.9,0.78,0.22,0.16,smurf
3,udp,private,REJ,17,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,250,2,0.93,0.84,0.08,0.08,0.17,0.52,0.85,146,93,0.66,0.68,0.38,0.48,1.04,1.08,0.11,0.11,ipsweep
121,tcp,telnet,SF,1016,2242,0,0,0,12,2,1,5,1,0,84,11,4,18,0,1,0,4,6,0.07,0.07,0.01,0.01,0.83,0.08,0.68,142,135,0.6,0.2,0.61,0.7,0.05,0.08,0.01,0.01,rootkit
204,udp,ftp,REJ,7325,5230,0,0,0,25,0,1,0,0,0,0,2,0,0,0,1,0,45,49,0.0,0.0,0.07,0.07,0.81,0.09,0.94,178,160,0.59,0.88,0.11,0.12,0.0,0.0,0.05,0.08,normal
57,tcp,ftp,SF,8740,6012,0,0,0,20,0,1,0,0,0,0,3,0,2,0,1,0,50,13,0.04,0.04,0.02,0.02,0.79,0.24,0.58,90,134,0.38,0.35,0.26,0.33,0.05,0.03,0.02,0.02,normal
292,tcp,domain,S0,8167,6129,0,0,0,25,0,1,0,0,0,0,3,0,2,0,1,0,4,11,0.02,0.02,0.05,0.04,0.94,0.18,0.21,231,229,0.25,0.17,0.41,0.44,0.02,0.01,0.05,0.05,normal
36,tcp,domain,S0,378,5422,0,0,0,29,0,1,0,0,0,0,3,0,1,0,1,0,49,24,0.03,0.03,0.09,0.09,0.77,0.22,0.91,138,57,0.23,0.96,0.93,0.78,0.03,0.04,0.11,0.08,normal
33,tcp,http,SF,5340,339,0,0,0,23,0,0,1,0,0,0,6,0,4,0,0,1,17,10,0.27,0.3,0.23,0.19,0.64,0.31,0.51,135,56,0.28,0.98,0.25,0.49,0.22,0.26,0.21,0.18,spy
0,tcp,private,RSTO,8,30,0,2,0,16,0,0,0,0,0,0,0,0,0,0,1,0,276,338,0.94,0.98,0.16,0.14,0.98,0.05,0.8,56,48,0.03,0.75,0.75,0.32,0.9,0.88,0.19,0.18,back
22,udp,smtp,REJ,9381,1753,0,0,0,9,0,1,0,0,0,0,2,0,4,0,0,0,39,27,0.01,0.01,0.1,0.08,0.98,0.08,0.47,187,129,0.27,0.1,0.03,0.58,0.01,0.01,0.09,0.08,normal
61,udp,ftp,S0,1179,9308,0,0,0,30,0,1,0,0,0,0,4,0,5,0,1,0,47,39,0.02,0.02,0.01,0.02,0.85,0.19,0.39,116,38,0.04,0.02,0.04,0.75,0.01,0.02,0.02,0.02,normal
112,udp,http,S0,6041,7996,0,0,0,6,0,1,0,0,0,0,0,0,5,0,1,0,40,22,0.02,0.02,0.08,0.07,0.78,0.05,0.8,161,199,0.94,1.0,0.6,0.45,0.02,0.02,0.1,0.1,normal
4,tcp,http,S0,6969,835,0,0,0,9,0,1,4,0,0,0,3,0,7,0,1,0,20,8,0.18,0.19,0.24,0.22,0.67,0.49,0.24,1,110,0.94,0.99,0.46,0.14,0.13,0.23,0.26,0.22,imap
6,udp,private,SF,1625,5628,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,19,44,0.1,0.11,0.08,0.08,0.83,0.25,0.84,248,144,0.53,0.56,0.83,0.69,0.07,0.07,0.09,0.1,normal
128,udp,ssh,S0,3013,9046,0,0,0,5,0,1,0,0,0,0,5,0,2,0,1,0,3,30,0.03,0.03,0.02,0.02,0.71,0.24,0.34,111,114,0.27,0.23,0.12,0.93,0.04,0.02,0.01,0.02,normal
220,icmp,http,SF,5396,4368,0,0,0,6,0,1,0,0,0,0,0,0,2,0,0,0,4,8,0.08,0.09,0.06,0.06,0.9,0.24,0.21,41,61,0.92,0.99,0.45,0.67,0.09,0.08,0.05,0.05,normal
3,tcp,eco_i,REJ,27,84,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,151,431,0.95,1.04,0.06,0.05,0.97,0.01,0.68,200,130,0.27,0.24,0.64,0.12,0.99,1.22,0.05,0.05,neptune
249,udp,private,REJ,639,2159,0,0,0,14,0,1,0,0,0,0,3,0,0,0,1,0,10,1,0.08,0.07,0.07,0.07,0.89,0.08,0.82,230,128,0.57,0.14,0.34,0.12,0.08,0.06,0.09,0.06,normal
88,tcp,http,REJ,2189,736,0,0,0,12,0,1,0,0,0,0,5,0,3,0,0,0,47,46,0.08,0.08,0.1,0.11,0.86,0.01,0.38,65,52,0.78,0.79,0.97,0.62,0.06,0.06,0.09,0.09,normal
77,icmp,private,S0,5446,9031,0,0,0,10,0,1,0,0,0,0,5,0,0,0,1,0,45,6,0.09,0.09,0.06,0.07,0.71,0.29,0.05,15,106,0.07,0.56,0.44,0.45,0.07,0.08,0.04,0.07,normal
192,tcp,ftp,SF,327,357,0,0,0,17,0,1,0,0,0,0,2,0,5,0,1,0,13,19,0.0,0.0,0.06,0.05,0.85,0.15,0.57,235,165,0.21,0.56,0.43,0.52,0.0,0.0,0.07,0.07,normal
